t_s,hb
0,0.00250773959152584
0.0116666666666667,-0.0705011471983004
0.0233333333333333,-0.142336758894328
0.035,-0.212219044940315
0.0466666666666667,-0.279399815439164
0.0583333333333333,-0.343173229904556
0.07,-0.402885455985266
0.0816666666666667,-0.457943531253254
0.0933333333333333,-0.507823160707016
0.105,-0.55207531734891
0.116666666666667,-0.590331683207987
0.128333333333333,-0.622308694280014
0.14,-0.647810172879943
0.151666666666667,-0.666728566165114
0.163333333333333,-0.679044755122198
0.175,-0.684826483638517
0.186666666666667,-0.68422536508419
0.198333333333333,-0.677472629117088
0.21,-0.664873695049619
0.221666666666667,-0.64680161670409
0.233333333333333,-0.623689573101578
0.245,-0.596022516339201
0.256666666666667,-0.564328214191919
0.268333333333333,-0.529167794392448
0.28,-0.491125893968472
0.291666666666667,-0.450800716900205
0.303333333333333,-0.408794140391143
0.315,-0.365701970211667
0.326666666666667,-0.322104631089047
0.338333333333333,-0.278558398427086
0.35,-0.235587232988651
0.361666666666667,-0.193675474010853
0.373333333333333,-0.153261439604904
0.385,-0.114732054645367
0.396666666666667,-0.0784185693181942
0.408333333333333,-0.0445933993930858
0.42,-0.0134681609630371
0.431666666666667,0.0148071240828089
0.443333333333333,0.0401436367628584
0.455,0.062512298868948
0.466666666666667,0.0819411676300059
0.478333333333333,0.0985118232998261
0.49,0.112354961105127
0.501666666666667,0.123645107462975
0.513333333333333,0.132594684524456
0.525,0.139447541929305
0.536666666666667,0.144472077790712
0.548333333333333,0.147954138123329
0.56,0.150189780603364
0.571666666666667,0.151478105516989
0.583333333333333,0.152114268788613
0.595,0.152382789334843
0.606666666666667,0.152551342924012
0.618333333333333,0.152865105382367
0.63,0.153541742371298
0.641666666666667,0.154767171589004
0.653333333333333,0.156692132369364
0.665,0.159429630434581
0.676666666666667,0.163053295695382
0.688333333333333,0.167596641077913
0.7,0.173053248495003
0.711666666666667,0.179377840317676
0.723333333333333,0.186488182551328
0.735,0.194267812096748
0.746666666666667,0.202569443434137
0.758333333333333,0.211219001664698
0.77,0.220020237831495
0.781666666666667,0.228759715056682
0.793333333333333,0.237212124897909
0.805,0.245145817411274
0.816666666666667,0.252328342125973
0.828333333333333,0.258531993175335
0.84,0.263539187944332
0.851666666666667,0.267147524998708
0.863333333333333,0.26917451075319
0.875,0.269461797837942
0.886666666666667,0.267878848940936
0.898333333333333,0.264325986062411
0.91,0.258736763810525
0.921666666666667,0.251079615926446
0.933333333333333,0.241358743800147
0.945,0.229614271378278
0.956666666666667,0.215921623830612
0.968333333333333,0.200390193735569
0.98,0.183161340367764
0.991666666666667,0.164405706851068
1.00333333333333,0.144319998287182
1.015,0.123123246736592
1.02666666666667,0.101052678305894
1.03833333333333,0.0783592558325944
1.05,0.055302955691999
1.06166666666667,0.0321479678492988
1.07333333333333,0.00915783980428046
1.085,-0.013409288957559
1.09666666666667,-0.0353052952508529
1.10833333333333,-0.056296411793808
