timestamp_ms,signal
0.0,2.5913378279978714
5.0,1.8014162844458141
10.0,0.9842491849341104
15.0,0.29191486946475353
20.0,0.09909172774773642
25.0,0.06064737440964765
30.0,0.14084372323021327
35.0,0.05909696802469392
40.0,0.03962746713460635
45.0,0.1022787518841954
50.0,0.10254825577911184
55.0,0.07064884617648415
60.0,0.08351991662143138
65.0,0.1390849921857943
70.0,0.14537761887049358
75.0,0.09232274307633338
80.0,0.1052882744129476
85.0,0.039774266485120474
90.0,0.22028812537909032
95.0,0.13109052824016926
100.0,0.21489924216397796
105.0,0.17438198013756473
110.0,0.2559136993810342
115.0,0.24050241167326247
120.0,0.18420911892922448
125.0,0.24668751689253893
130.0,0.12919862367184204
135.0,0.24338442596926962
140.0,0.10986781447114151
145.0,0.20416708571685524
150.0,0.24304074733162936
155.0,0.2034407266073392
160.0,0.1760307054107131
165.0,0.1559006091706593
170.0,0.18048910318446898
175.0,0.25129279715679614
180.0,0.24404096963310534
185.0,0.18680857914179638
190.0,0.13768406518693174
195.0,0.23340613020223067
200.0,0.12658789472656518
205.0,0.17156859199967328
210.0,0.16005577051517422
215.0,0.23230468967096696
220.0,0.20494441782052816
225.0,0.21390989293552
230.0,0.2017765455557723
235.0,0.15127202520652727
240.0,0.20863328451753022
245.0,0.2488577755353966
250.0,0.1724620761410232
255.0,0.20174368118640235
260.0,0.15923691077700516
265.0,0.21214061376255747
270.0,0.1889464719851483
275.0,0.19403728467941925
280.0,0.16203832612561786
285.0,0.2207372004961907
290.0,0.11455847948895478
295.0,0.10955650377114463
300.0,0.09010142964375122
305.0,0.1434644123424719
310.0,0.07482210528835698
315.0,0.06655742789701101
320.0,0.12782826680817994
325.0,0.1420710272868816
330.0,0.10504977283857478
335.0,-0.06558952164303876
340.0,0.012998470989981185
345.0,-0.0009852753588899046
350.0,-0.01576871618443214
355.0,0.016058673287263237
360.0,0.11910116329710492
365.0,0.004582026922440481
370.0,-0.025127014907613168
375.0,0.038259515687816686
380.0,-0.0015556906870584889
385.0,-0.00730417224799251
390.0,-0.055972732509974296
395.0,-0.029977486162701295
400.0,-0.016386733584388545
405.0,-0.14182409133842688
410.0,-0.13483485020301136
415.0,-0.008066178661861614
420.0,-0.028006416791720987
425.0,-0.10323013823798376
430.0,-0.13651293559544395
435.0,-0.10223708889180652
440.0,-0.15993802423972897
445.0,-0.12438188200861064
450.0,-0.031757242549682346
455.0,-0.11444547276262917
460.0,-0.06926132008563055
465.0,-0.14501199168301435
470.0,-0.12148301189024431
475.0,-0.0764921498948857
480.0,-0.21815737692269807
485.0,-0.17404848268215145
490.0,-0.16956162673094224
495.0,-0.15237904394332918
500.0,-0.0932671853075483
505.0,-0.14084984364096229
510.0,-0.2538812015716203
515.0,-0.19610743629353306
520.0,-0.23048507102830326
525.0,0.028821271446323488
530.0,0.8296216112072665
535.0,1.700273208917861
540.0,2.3163137352124785
545.0,1.714148884658467
550.0,0.7644108755376473
555.0,0.08194642083443236
560.0,-0.19341959751437623
565.0,-0.20380671217791446
570.0,-0.14297271196629793
575.0,-0.24595682820558198
580.0,-0.2348859447861063
585.0,-0.253191889503915
590.0,-0.12911423307949896
595.0,-0.20865988570039354
600.0,-0.2436548934678417
605.0,-0.2102089015043952
610.0,-0.06141473037068684
615.0,-0.18858903193315307
620.0,-0.13721461480927238
625.0,-0.15264485267266267
630.0,-0.17240606278936485
635.0,-0.20200690294368667
640.0,-0.17938064033472514
645.0,-0.17540035682191554
650.0,-0.2628796961007714
655.0,-0.017382857739341312
660.0,-0.09486625221703522
665.0,-0.12926739504631998
670.0,-0.13898834962631423
675.0,-0.1618186690862888
680.0,-0.06815856257504094
685.0,-0.11808491173669075
690.0,-0.07769218754579062
695.0,-0.16376781668224472
700.0,-0.06804262108714132
705.0,0.020626182009700803
710.0,-0.08615493933625917
715.0,-0.02383595362190364
720.0,-0.054116417784260115
725.0,0.007424034024540692
730.0,0.013666374839899263
735.0,-0.028422967645210486
740.0,-0.05123030451312355
745.0,-0.0006187112132846236
750.0,-0.004547391836898907
755.0,-0.029198913720467474
760.0,0.03284934435087177
765.0,0.03995329279184501
770.0,-0.017834263543267736
775.0,0.0292763852977483
780.0,0.18908097300045776
785.0,0.09196425576988164
790.0,0.06402128918404992
795.0,0.19259358912912622
800.0,0.05206008618442347
805.0,-0.04135157900384259
810.0,-0.005338260219103275
815.0,0.02139470916882444
820.0,0.11756543653843825
825.0,0.1603914163853079
830.0,0.009881331330228088
835.0,0.18086476103245364
840.0,0.07001039771504175
845.0,0.150385719568149
850.0,0.1666878228795751
855.0,0.1707871183262274
860.0,0.1549678252093163
865.0,0.16829174403888772
870.0,0.10762516830487379
875.0,0.18311547715560994
880.0,0.22248199216172015
885.0,0.22380407613505313
890.0,0.3118210577291575
895.0,0.23871100690105462
900.0,0.22392136315245642
905.0,0.27349999317277607
910.0,0.20477643626606196
915.0,0.13028574994036407
920.0,0.0845085645302871
925.0,0.26171095049960813
930.0,0.22732132327173213
935.0,0.241976657844739
940.0,0.1833136214703052
945.0,0.2171972942636631
950.0,0.29372626747452163
955.0,0.21565377015437753
960.0,0.14209571551128586
965.0,0.17491527533408643
970.0,0.2640183284507034
975.0,0.1382017000718907
980.0,0.0612307361156437
985.0,0.07287656756607452
990.0,0.11757389411693582
995.0,0.22111673121699932
1000.0,0.18188198166530595
1005.0,0.13559868842597084
1010.0,0.10490833479331796
1015.0,0.15887466530915148
1020.0,0.1517176408725279
1025.0,0.1263471547708026
1030.0,0.13685860824347296
1035.0,0.1052811865384076
1040.0,0.2276713400518904
1045.0,0.012994443844700554
1050.0,0.13105423354908557
1055.0,0.06761090399511324
1060.0,0.14683799025506758
1065.0,0.09274427456304547
1070.0,0.16610946294107104
1075.0,0.400070411635745
1080.0,1.0582744091911287
1085.0,2.118688658249939
